,price,propertyType,size,exterior,rooms,bathrooms,municipality,distance,floor,hasLift
196,690.0,697.554347826087,64.0,1,697.96875,694.5382165605096,705.0909090816765,30634,678.3448275862069,0
197,750.0,689.625,25.0,1,690.8571428571429,694.5382165605096,705.6331360946746,3177,714.4372244662253,1
198,725.0,697.554347826087,45.0,1,682.5166666666667,694.5382165605096,705.6331360946746,10508,696.1785714285714,1
199,620.0,697.554347826087,85.0,0,682.5166666666667,694.5382165605096,671.0867531052564,19767,678.3448275862069,1
200,590.0,697.554347826087,52.0,1,682.5166666666667,694.5382165605096,641.4573863636364,44526,678.3448275862069,0
201,750.0,619.9090096269214,80.0,1,690.8571428571429,694.5382165605096,734.6474178380435,20818,701.7571428571429,1
202,720.0,689.625,36.0,1,690.8571428571429,694.5382165605096,705.6331360946746,5975,696.1785714285714,1
203,700.0,697.554347826087,82.0,1,697.96875,694.5382165605096,679.8180244407931,42463,697.9574468085107,0
204,692.0,697.554347826087,83.0,1,697.96875,677.5945945945946,693.9090457691647,20294,670.1111111111111,1
205,670.0,697.554347826087,79.0,1,697.96875,677.5945945945946,693.9090457691647,20294,670.1111111111111,1
206,609.0,697.554347826087,56.0,1,682.5166666666667,694.5382165605096,705.0909090816765,30186,678.3448275862069,1
207,718.0,697.554347826087,86.0,1,697.96875,677.5945945945946,693.9090457691647,20294,670.1111111111111,1
208,694.0,697.554347826087,81.0,1,697.96875,677.5945945945946,693.9090457691647,20294,670.1111111111111,1
209,658.0,697.554347826087,78.0,1,697.96875,677.5945945945946,693.9090457691647,20294,670.1111111111111,1
210,750.0,697.554347826087,36.0,0,697.96875,694.5382165605096,705.6331360946746,3620,696.1785714285714,1
211,723.0,697.554347826087,88.0,1,697.96875,677.5945945945946,693.9090457691647,20294,670.1111111111111,1
212,728.0,697.554347826087,91.0,1,697.96875,677.5945945945946,693.9090457691647,20294,670.1111111111111,1
213,650.0,689.625,28.0,1,690.8571428571429,694.5382165605096,705.6331360946746,4920,678.3448275862069,0
214,750.0,697.554347826087,60.0,0,697.96875,694.5382165605096,705.0909090816765,29663,701.7571428571429,0
215,735.0,697.554347826087,60.0,1,705.2307692307693,694.5382165605096,705.499971553305,20886,715.6060606060603,0
216,699.0,619.9090096269214,78.0,1,697.96875,694.5382165605096,726.1905331876595,27684,696.1785714285714,0
217,725.0,697.554347826087,67.0,1,705.2307692307693,694.5382165605096,718.2393568954209,17191,715.6060606060603,0
218,740.0,697.554347826087,77.0,1,705.2307692307693,677.5945945945946,705.0909090816765,28385,678.3448275862069,1
219,720.0,697.554347826087,73.0,1,682.5166666666667,694.5382165605096,707.4023832481668,34761,696.1785714285714,1
220,750.0,697.554347826087,79.0,1,705.2307692307693,694.5382165605096,704.998508748505,11728,679.2586806910215,1
221,710.0,697.554347826087,66.0,1,705.2307692307693,694.5382165605096,705.499971553305,20588,715.6060606060603,0
222,725.0,697.554347826087,62.0,1,697.96875,694.5382165605096,705.6331360946746,7748,697.9574468085107,0
223,750.0,697.554347826087,46.0,0,682.5166666666667,694.5382165605096,705.6331360946746,5680,678.3448275862069,0
224,750.0,697.554347826087,61.0,1,697.96875,694.5382165605096,705.6331360946746,3161,701.7571428571429,1
227,720.0,697.554347826087,48.0,0,697.96875,694.5382165605096,705.6331360946746,3551,678.3448275862069,0
228,700.0,697.554347826087,57.0,0,697.96875,694.5382165605096,705.6331360946746,8410,715.6060606060603,0
229,750.0,689.2857224885634,75.0,1,697.96875,677.5945945945946,721.1753471553473,24176,701.7571428571429,0
230,610.0,689.625,26.0,0,690.8571428571429,694.5382165605096,705.6331360946746,5343,697.9574468085107,1
231,740.0,697.554347826087,52.0,0,697.96875,694.5382165605096,718.2393568954209,17525,715.6060606060603,0
232,715.0,697.554347826087,62.0,1,697.96875,694.5382165605096,726.1905331876595,26558,678.3448275862069,1
233,550.0,697.554347826087,57.0,0,697.96875,694.5382165605096,654.092671611573,43521,678.3448275862069,0
234,710.0,697.554347826087,36.0,1,682.5166666666667,694.5382165605096,705.6331360946746,1315,678.3448275862069,0
235,730.0,697.554347826087,51.0,1,697.96875,694.5382165605096,705.6331360946746,8093,696.1785714285714,0
236,750.0,689.625,23.0,1,690.8571428571429,694.5382165605096,705.6331360946746,1367,721.5731818268454,1
237,690.0,697.554347826087,33.0,0,682.5166666666667,694.5382165605096,705.6331360946746,5232,697.9574468085107,1
238,740.0,697.554347826087,73.0,1,705.2307692307693,694.5382165605096,705.499971553305,21838,715.6060606060603,1
239,750.0,689.2857224885634,66.0,1,682.5166666666667,694.5382165605096,705.6331360946746,5627,678.3448275862069,1
240,720.0,697.554347826087,44.0,0,705.2307692307693,694.5382165605096,705.6331360946746,8176,696.1785714285714,0
241,475.0,697.554347826087,79.0,1,697.96875,677.5945945945946,583.9573863636364,45077,696.1785714285714,1
242,740.0,697.554347826087,41.0,1,697.96875,694.5382165605096,705.6331360946746,4787,696.1785714285714,0
243,740.0,697.554347826087,57.0,1,682.5166666666667,694.5382165605096,705.6331360946746,3642,701.7571428571429,1
244,740.0,697.554347826087,62.0,1,697.96875,694.5382165605096,726.1905331876595,26890,701.7571428571429,1
245,700.0,697.554347826087,74.0,0,697.96875,694.5382165605096,704.998508748505,9950,715.6060606060603,0
246,730.0,697.554347826087,35.0,0,682.5166666666667,694.5382165605096,705.6331360946746,760,696.1785714285714,1
247,700.0,689.625,28.0,1,690.8571428571429,694.5382165605096,705.6331360946746,9700,697.9574468085107,1
250,749.0,697.554347826087,38.0,1,682.5166666666667,694.5382165605096,705.6331360946746,6506,696.1785714285714,1
251,700.0,689.625,30.0,0,690.8571428571429,694.5382165605096,705.6331360946746,2411,678.3448275862069,1
252,667.0,697.554347826087,70.0,1,682.5166666666667,694.5382165605096,705.499971553305,21185,721.5731818268454,1
253,725.0,697.554347826087,45.0,0,682.5166666666667,694.5382165605096,705.6331360946746,10398,701.7571428571429,1
254,550.0,619.9090096269214,70.0,1,705.2307692307693,694.5382165605096,551.8827731805424,47595,697.9574468085107,0
255,695.0,697.554347826087,55.0,1,705.2307692307693,694.5382165605096,705.499971553305,19765,715.6060606060603,0
257,750.0,689.625,32.0,1,690.8571428571429,694.5382165605096,705.6331360946746,5006,721.4573863636364,1
258,730.0,697.554347826087,80.0,1,705.2307692307693,694.5382165605096,707.4023832481668,35774,715.6060606060603,0
259,710.0,697.554347826087,30.0,1,682.5166666666667,694.5382165605096,705.6331360946746,1156,678.3448275862069,0
260,650.0,697.554347826087,58.0,1,682.5166666666667,694.5382165605096,705.6331360946746,5924,715.6060606060603,1
261,600.0,646.4573863636364,60.0,0,697.96875,677.5945945945946,646.4573863636364,23776,670.1111111111111,-1
262,740.0,697.554347826087,41.0,1,697.96875,694.5382165605096,705.6331360946746,8358,697.9574468085107,0
263,525.0,697.554347826087,40.0,1,682.5166666666667,694.5382165605096,654.092671611573,43059,697.9574468085107,1
264,750.0,689.625,35.0,1,690.8571428571429,694.5382165605096,705.6331360946746,1272,715.6060606060603,0
265,750.0,697.554347826087,74.0,1,705.2307692307693,694.5382165605096,705.0909090816765,29245,696.1785714285714,1
266,710.0,697.554347826087,69.0,1,705.2307692307693,694.5382165605096,705.0909090816765,28440,714.4372244662253,1
267,560.0,689.625,46.0,1,690.8571428571429,694.5382165605096,705.6331360946746,3786,678.3448275862069,0
268,600.0,697.554347826087,42.0,1,682.5166666666667,694.5382165605096,693.9090457691647,18905,678.3448275862069,0
269,720.0,697.554347826087,44.0,1,682.5166666666667,694.5382165605096,705.6331360946746,3589,706.4573863636364,0
270,750.0,697.554347826087,60.0,1,697.96875,694.5382165605096,705.6331360946746,2591,670.1111111111111,0
271,750.0,697.554347826087,42.0,0,682.5166666666667,694.5382165605096,705.6331360946746,2762,715.6060606060603,1
272,750.0,689.625,90.0,1,690.8571428571429,694.5382165605096,705.6331360946746,7228,715.6060606060603,1
273,650.0,689.625,45.0,0,690.8571428571429,694.5382165605096,705.6331360946746,3807,678.3448275862069,1
274,650.0,697.554347826087,59.0,1,682.5166666666667,694.5382165605096,705.499971553305,20637,696.1785714285714,1
275,670.0,697.554347826087,75.0,1,697.96875,694.5382165605096,641.3188116420554,27056,697.9574468085107,1
276,650.0,697.554347826087,45.0,1,682.5166666666667,694.5382165605096,704.998508748505,12383,696.1785714285714,1
277,750.0,697.554347826087,32.0,1,682.5166666666667,694.5382165605096,705.6331360946746,5339,696.1785714285714,1
278,725.0,697.554347826087,50.0,1,682.5166666666667,694.5382165605096,705.6331360946746,5564,670.1111111111111,-1
279,620.0,689.625,20.0,0,690.8571428571429,694.5382165605096,705.6331360946746,1893,701.7571428571429,1
280,680.0,697.554347826087,35.0,1,682.5166666666667,694.5382165605096,705.6331360946746,3308,678.3448275862069,0
281,750.0,697.554347826087,87.0,1,705.2307692307693,694.5382165605096,714.6027704652122,12519,678.3448275862069,1
